year,state_abbr,state_name,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,state_government
1979,AK,Alaska,406000,1994,54,292,0,445,1203,23193,5616,15076,2501,R
1980,AK,Alaska,440142,1919,39,250,0,360,1270,22930,5545,14916,2469,R
1981,AK,Alaska,412000,2537,60,421,0,472,1584,24634,5479,16310,2845,R
1982,AK,Alaska,438000,2732,81,374,0,586,1691,24479,5204,16672,2603,R
1983,AK,Alaska,479000,2940,66,486,0,465,1923,25889,5720,17085,3084,D
1984,AK,Alaska,500000,3108,58,458,0,547,2045,27468,6184,18140,3144,D
1985,AK,Alaska,521000,3031,51,402,0,484,2094,27588,6209,18220,3159,D
1986,AK,Alaska,534000,3046,46,388,0,470,2142,30307,6204,20879,3224,D
1987,AK,Alaska,525000,2391,53,341,0,384,1613,25841,5093,18195,2553,D
1988,AK,Alaska,513000,2682,29,296,0,374,1983,22566,4321,15911,2334,D
1989,AK,Alaska,527000,2623,42,279,0,356,1946,22567,4358,15811,2398,D
1990,AK,Alaska,550043,2885,41,401,0,422,2021,25457,4919,17428,3110,D
1991,AK,Alaska,570000,3499,42,523,0,645,2289,29000,5582,20375,3043,I
1992,AK,Alaska,587000,3877,44,579,0,640,2614,28816,5170,20728,2918,I
1993,AK,Alaska,599000,4557,54,502,0,733,3268,28795,4893,21201,2701,I
1994,AK,Alaska,606000,4644,38,418,0,886,3302,29947,4848,21824,3275,I
1995,AK,Alaska,604000,4656,55,485,0,937,3179,30097,5055,21891,3151,D
1996,AK,Alaska,607000,4417,45,398,0,710,3264,28667,5118,20557,2992,D
1997,AK,Alaska,609000,4270,54,403,0,648,3165,27840,4276,20780,2784,D
1998,AK,Alaska,614000,4015,41,421,0,532,3021,25316,4098,18611,2607,D
1999,AK,Alaska,619500,3908,52,517,0,566,2773,23099,3787,16654,2658,D
2000,AK,Alaska,626932,3554,27,497,0,490,2540,23087,3899,16838,2350,D
2001,AK,Alaska,633630,3735,39,501,0,514,2681,23160,3847,16695,2618,D
2002,AK,Alaska,641482,3627,33,511,0,489,2594,24118,3908,17739,2471,D
2003,AK,Alaska,648280,3877,39,605,0,446,2787,24386,3874,18051,2461,R
2004,AK,Alaska,657755,4159,37,558,0,447,3117,22172,3773,16159,2240,R
2005,AK,Alaska,663253,4194,32,538,0,537,3087,23975,4131,17249,2595,R
2006,AK,Alaska,670053,4610,36,512,0,600,3462,23975,4155,17284,2536,R
2007,AK,Alaska,683478,4520,43,545,0,581,3351,23096,3734,16929,2433,R
2008,AK,Alaska,686293,4475,27,447,0,645,3356,20090,3237,15225,1628,R
2009,AK,Alaska,698473,4424,22,513,0,654,3235,20538,3600,15251,1687,R
2010,AK,Alaska,714146,4537,31,533,0,594,3379,20259,3105,15535,1619,R
2011,AK,Alaska,723860,4416,30,436,0,576,3374,19094,2852,14854,1388,R
2012,AK,Alaska,730307,4412,30,583,0,630,3169,20037,2950,15565,1522,R
2013,AK,Alaska,737259,4709,34,0,925,623,3127,21211,2917,16599,1695,R
2014,AK,Alaska,737046,4684,41,0,771,629,3243,20334,3150,15445,1739,R
2015,AK,Alaska,737709,5391,59,0,900,761,3671,20806,3511,15249,2046,I
2016,AK,Alaska,741522,5966,52,0,1053,850,4011,24876,4053,17766,3057,I
2017,AK,Alaska,739786,6338,62,0,1074,952,4250,26203,4167,17782,4254,I
2018,AK,Alaska,735139,6555,47,0,1212,896,4400,24345,3985,16364,3996,I
2019,AK,     Alaska,733603,6346,69,0,1102,826,4349,21293,3558,15118,2617,R
2020,AK,     Alaska,731158,6126,49,0,1132,712,4233,16528,2775,11784,1969,R
1979,AL,Alabama,3769000,15578,496,1037,0,4127,9918,144372,48517,83791,12064,D
1980,AL,Alabama,3861466,17320,509,1158,0,5102,10551,173191,58952,102029,12210,D
1981,AL,Alabama,3916000,18423,465,1021,0,4952,11985,173411,56811,105471,11129,D
1982,AL,Alabama,3943000,17653,417,1026,0,4417,11793,165048,49531,104740,10777,D
1983,AL,Alabama,3959000,16471,364,931,0,3895,11281,145890,42485,94279,9126,D
1984,AL,Alabama,3990000,17204,374,1002,0,3833,11995,138487,39970,89198,9319,D
1985,AL,Alabama,4021000,18398,396,1079,0,4237,12686,140115,41612,88108,10395,D
1986,AL,Alabama,4053000,22616,409,1150,0,4523,16534,151191,46974,93396,10821,D
1987,AL,Alabama,4083000,22833,380,1137,0,4581,16735,158918,48927,99260,10731,R
1988,AL,Alabama,4127000,23052,408,1228,0,4860,16556,165209,50920,103282,11007,R
1989,AL,Alabama,4118000,24329,421,1276,0,5515,17117,166244,47224,106771,12249,R
1990,AL,Alabama,4040587,28630,467,1319,0,5805,21039,169974,44585,111336,14053,R
1991,AL,Alabama,4089000,34518,469,1455,0,6246,26348,184882,51873,118151,14858,R
1992,AL,Alabama,4136000,36052,455,1704,0,6819,27074,181837,49053,117801,14983,R
1993,AL,Alabama,4187000,32676,484,1471,0,6677,24044,171598,45578,111878,14142,D
1994,AL,Alabama,4219000,28844,501,1487,0,7223,19633,178015,44064,119951,14000,D
1995,AL,Alabama,4253000,26894,475,1350,0,7900,17169,179294,43586,120967,14741,R
1996,AL,Alabama,4273000,24159,444,1397,0,7124,15194,181803,42821,123350,15632,R
1997,AL,Alabama,4319000,24379,426,1396,0,6931,15626,186809,43786,127616,15407,R
1998,AL,Alabama,4352000,22286,354,1443,0,5698,14791,177779,41965,120943,14871,R
1999,AL,Alabama,4369862,21421,345,1513,0,5297,14266,171398,38648,119616,13134,D
2000,AL,Alabama,4447100,21620,329,1482,0,5702,14107,180539,40331,127399,12809,D
2001,AL,Alabama,4468912,19582,379,1369,0,5584,12250,173253,40642,119992,12619,D
2002,AL,Alabama,4478896,19931,303,1664,0,5962,12002,180400,42578,123932,13890,D
2003,AL,Alabama,4503726,19331,299,1656,0,6038,11338,182241,43245,124039,14957,R
2004,AL,Alabama,4525375,19324,254,1742,0,6042,11286,182340,44666,123650,14024,R
2005,AL,Alabama,4548327,19678,374,1564,0,6447,11293,177393,43473,120780,13140,R
2006,AL,Alabama,4599030,19553,382,1646,0,7062,10463,181249,44780,121451,15018,R
2007,AL,Alabama,4627851,20775,412,1548,0,7398,11417,184082,45379,124465,14238,R
2008,AL,Alabama,4661900,21110,351,1618,0,7346,11795,190416,50411,126539,13466,R
2009,AL,Alabama,4708708,21194,322,1504,0,6265,13103,178007,48844,118072,11091,R
2010,AL,Alabama,4785401,18363,275,1355,0,4864,11869,168828,42484,115564,10780,R
2011,AL,Alabama,4803689,20166,299,1370,0,4906,13591,173192,51119,111411,10662,R
2012,AL,Alabama,4817528,21693,342,1296,0,5020,15035,168878,47481,111523,9874,R
2013,AL,Alabama,4833996,20834,346,0,2055,4645,13788,161835,42410,108862,10563,R
2014,AL,Alabama,4846411,20727,276,0,2005,4702,13744,154087,39723,104223,10141,R
2015,AL,Alabama,4853875,22957,348,0,2037,4612,15960,144785,35265,99182,10338,R
2016,AL,Alabama,4860545,25878,407,0,1915,4687,18869,143259,34045,97498,11716,R
2017,AL,Alabama,4875120,25469,419,0,2001,4233,18816,143774,31270,99707,12797,R
2018,AL,Alabama,4887681,25567,383,0,2032,4047,19105,138702,29101,96328,13273,R
2019,AL,     Alabama,4907965,24769,390,0,2119,3922,18338,128726,24805,91225,12696,R
2020,AL,     Alabama,4921532,22322,471,0,1608,2666,17577,105161,19660,74575,10926,R
1979,AR,Arkansas,2180000,7984,198,595,0,1626,5565,70949,21457,45267,4225,D
1980,AR,Arkansas,2284037,7656,210,609,0,1848,4989,79390,25559,49558,4273,D
1981,AR,Arkansas,2294000,7119,209,577,0,1776,4557,79972,24732,50959,4281,R
1982,AR,Arkansas,2291000,7438,187,622,0,1805,4824,81259,24547,52450,4262,R
1983,AR,Arkansas,2328000,6930,178,586,0,1614,4552,74563,22380,48140,4043,D
1984,AR,Arkansas,2349000,7549,176,697,0,1587,5089,71554,20810,46807,3937,D
1985,AR,Arkansas,2359000,8199,187,686,0,1617,5709,76372,22207,49957,4208,D
1986,AR,Arkansas,2372000,9365,191,686,0,1890,6598,83729,24429,54677,4623,D
1987,AR,Arkansas,2388000,9839,182,779,0,1890,6988,91537,25743,60862,4932,D
1988,AR,Arkansas,2422000,10237,211,780,0,2037,7209,91962,26443,60363,5156,D
1989,AR,Arkansas,2406000,11397,203,924,0,2660,7610,98213,28738,63084,6391,D
1990,AR,Arkansas,2350725,12511,241,1019,0,2661,8590,101897,28464,66630,6803,D
1991,AR,Arkansas,2372000,14072,264,1058,0,3217,9533,108677,29093,71487,8097,D
1992,AR,Arkansas,2399000,13831,259,990,0,3011,9571,100402,26214,66288,7900,D
1993,AR,Arkansas,2424000,14381,247,1028,0,3027,10079,102231,26646,67767,7818,D
1994,AR,Arkansas,2453000,14598,294,1028,0,3158,10118,103115,26911,68478,7726,D
1995,AR,Arkansas,2484000,13741,259,925,0,3122,9435,102780,24763,69935,8082,D
1996,AR,Arkansas,2510000,13161,219,1046,0,2864,9032,104790,23925,73010,7855,D
1997,AR,Arkansas,2523000,13293,250,1098,0,2814,9131,105759,25568,72253,7938,R
1998,AR,Arkansas,2538000,12442,201,893,0,2442,8906,96271,23559,65525,7187,R
1999,AR,Arkansas,2551373,10848,143,710,0,2024,7971,92283,21692,63927,6664,R
2000,AR,Arkansas,2673400,11904,168,848,0,2001,8887,98115,21443,69740,6932,R
2001,AR,Arkansas,2694698,12190,148,892,0,2181,8969,99106,22196,69590,7320,R
2002,AR,Arkansas,2706268,11501,142,754,0,2524,8081,101171,23229,71129,6813,R
2003,AR,Arkansas,2727774,12449,180,911,0,2227,9131,99084,25016,68061,6007,R
2004,AR,Arkansas,2750000,13814,176,1183,0,2372,10083,110911,30151,74242,6518,R
2005,AR,Arkansas,2775708,14670,189,1202,0,2532,10747,112914,30118,75510,7286,R
2006,AR,Arkansas,2810872,15538,205,1325,0,2749,11259,112025,31864,72646,7515,R
2007,AR,Arkansas,2834797,15226,198,1294,0,3105,10629,112130,32035,73096,6999,D
2008,AR,Arkansas,2855390,14649,165,1463,0,2777,10244,110360,33912,69905,6543,D
2009,AR,Arkansas,2889450,14905,179,1378,0,2576,10772,109078,34753,68228,6097,D
2010,AR,Arkansas,2921588,14711,134,1321,0,2369,10887,103820,32463,65796,5561,D
2011,AR,Arkansas,2938582,14173,160,1230,0,2357,10426,110430,34016,70645,5769,D
2012,AR,Arkansas,2949828,13851,174,1233,0,2310,10134,109389,32673,70982,5734,D
2013,AR,Arkansas,2958765,13705,158,0,1490,2261,9796,106477,30369,70430,5678,D
2014,AR,Arkansas,2966835,14248,175,0,1816,2037,10220,99452,24816,69001,5635,D
2015,AR,Arkansas,2977853,15769,189,0,2008,2117,11455,97391,22851,68720,5820,R
2016,AR,Arkansas,2988231,16563,217,0,2214,2125,12007,98092,23814,67091,7187,R
2017,AR,Arkansas,3002997,16996,249,0,2140,1998,12609,94419,22369,64795,7255,R
2018,AR,Arkansas,3009733,16904,222,0,2341,1593,12748,89177,19520,62350,7307,R
2019,AR,     Arkansas,3020985,17547,237,0,2420,1576,13314,86029,17706,60843,7480,R
2020,AR,     Arkansas,3030522,20363,321,0,2226,1577,16239,79200,15854,55413,7933,R
1979,AZ,Arizona,2450000,14528,219,1120,0,4305,8884,177977,48916,116976,12085,D
1980,AZ,Arizona,2715357,17673,279,1227,0,5258,10909,204193,58527,132814,12852,D
1981,AZ,Arizona,2793000,16082,227,1064,0,4961,9830,196575,57655,127469,11451,D
1982,AZ,Arizona,2860000,14785,236,1100,0,4537,8912,189161,53861,124723,10577,D
1983,AZ,Arizona,2963000,14642,213,1241,0,3923,9265,174740,49440,114721,10579,D
1984,AZ,Arizona,3053000,15756,238,1316,0,4003,10199,182670,52327,118604,11739,D
1985,AZ,Arizona,3187000,19202,254,1458,0,4670,12820,207591,59585,135720,12286,D
1986,AZ,Arizona,3317000,21835,307,1425,0,5614,14489,221015,63278,143845,13892,D
1987,AZ,Arizona,3386000,20742,253,1396,0,4687,14406,222663,55059,153296,14308,R
1988,AZ,Arizona,3466000,21147,294,1345,0,4750,14758,237808,54773,167121,15914,R
1989,AZ,Arizona,3556000,21320,237,1286,0,4944,14853,265284,59284,181574,24426,D
1990,AZ,Arizona,3665228,23911,284,1500,0,5897,16230,265229,61206,172375,31648,D
1991,AZ,Arizona,3750000,25152,291,1590,0,6215,17056,252559,60281,159987,32291,D
1992,AZ,Arizona,3832000,25706,312,1647,0,5867,17880,243629,54095,158053,31481,R
1993,AZ,Arizona,3936000,28142,339,1488,0,6412,19903,264371,57684,172689,33998,R
1994,AZ,Arizona,4075000,28653,426,1465,0,6601,20161,294273,60157,190649,43467,R
1995,AZ,Arizona,4218000,30095,439,1418,0,7329,20909,316355,59762,207763,48830,R
1996,AZ,Arizona,4428000,27963,377,1381,0,7429,18776,284964,55630,188300,41034,R
1997,AZ,Arizona,4555000,28411,375,1492,0,7547,18997,299323,60077,195045,44201,R
1998,AZ,Arizona,4669000,26984,376,1451,0,7715,17442,280001,56473,183137,40391,R
1999,AZ,Arizona,4778332,26334,384,1383,0,7288,17279,255401,49423,167731,38247,R
2000,AZ,Arizona,5130632,27281,359,1577,0,7504,17841,271811,51902,176705,43204,R
2001,AZ,Arizona,5306966,28675,400,1518,0,8868,17889,293874,54821,186850,52203,R
2002,AZ,Arizona,5441125,30171,387,1608,0,8000,20176,318296,59087,201541,57668,R
2003,AZ,Arizona,5579222,28638,441,1856,0,7619,18722,314335,58613,198725,56997,D
2004,AZ,Arizona,5739879,28952,414,1896,0,7721,18921,291203,56885,179012,55306,D
2005,AZ,Arizona,5953007,30478,445,2006,0,8579,19448,287345,56328,176112,54905,D
2006,AZ,Arizona,6166318,33456,533,2449,0,9491,20983,294389,59418,178321,56650,D
2007,AZ,Arizona,6338755,32835,548,2353,0,9764,20170,287308,59988,177076,50244,D
2008,AZ,Arizona,6500180,31567,462,2200,0,9809,19096,266653,58606,169460,38587,D
2009,AZ,Arizona,6595778,28128,380,2279,0,8199,17270,236721,54308,155976,26437,R
2010,AZ,Arizona,6413158,26528,408,2191,0,6953,16976,226802,50932,154137,21733,R
2011,AZ,Arizona,6467315,26789,397,2499,0,7145,16748,229896,54695,155400,19801,R
2012,AZ,Arizona,6551149,28077,358,2282,0,7383,18054,231701,52911,159808,18982,R
2013,AZ,Arizona,6634997,27576,355,0,3174,6656,17391,223294,48292,158036,16966,R
2014,AZ,Arizona,6728783,26422,311,0,3272,6225,16614,213406,43412,152683,17311,R
2015,AZ,Arizona,6817565,27968,306,0,3109,6360,18193,207184,38010,152388,16786,R
2016,AZ,Arizona,6908642,32542,389,0,3304,7045,21804,207317,38216,150618,18483,R
2017,AZ,Arizona,7048876,35647,422,0,3622,7440,24163,204999,37722,148251,19026,R
2018,AZ,Arizona,7158024,34053,383,0,3605,6509,23556,192730,31787,141789,19154,R
2019,AZ,     Arizona,7291843,32603,397,0,3650,6305,22251,177628,29170,130427,18031,R
2020,AZ,     Arizona,7421401,35980,513,0,3263,6211,25993,165323,24488,122898,17937,R
1979,CA,California,22696000,184087,2952,12239,0,75767,93129,1511021,496310,847148,167563,D
1980,CA,California,23532680,210290,3411,13693,0,90420,102766,1633042,545138,913070,174834,D
1981,CA,California,24159000,208485,3143,13566,0,93781,97995,1625302,540806,921939,162557,D
1982,CA,California,24724000,201429,2779,12529,0,91988,94133,1599827,499466,935831,164530,D
1983,CA,California,25174000,194491,2639,12093,0,85826,93933,1486487,460460,867123,158904,R
1984,CA,California,25622000,195589,2717,11702,0,83924,97246,1461731,443094,857328,161309,R
1985,CA,California,26365000,201763,2770,11421,0,86387,101185,1516710,448506,890967,177237,R
1986,CA,California,26981000,248370,3038,12119,0,92512,140701,1576299,457698,913004,205597,R
1987,CA,California,27663000,253943,2924,12109,0,83341,155569,1545928,419969,896335,229624,R
1988,CA,California,28168000,261912,2936,11780,0,86141,161055,1607180,407631,933636,265913,R
1989,CA,California,29063000,284136,3158,11966,0,96431,172581,1681516,410468,972603,298445,R
1990,CA,California,29760021,311051,3553,12688,0,112208,182602,1654186,400392,951580,302214,R
1991,CA,California,30380000,331122,3859,12896,0,124939,189428,1726391,424656,986120,315615,R
1992,CA,California,30867000,345624,3921,12761,0,130897,198045,1716137,427491,968534,320112,R
1993,CA,California,31211000,336381,4096,11766,0,126436,194083,1678884,414182,945407,319295,R
1994,CA,California,31431000,318395,3703,10984,0,112160,191548,1622102,384257,929640,308205,R
1995,CA,California,31589000,305154,3531,10554,0,104611,186458,1536830,353895,902456,280479,R
1996,CA,California,31878000,274996,2916,10244,0,94222,167614,1385135,312212,830457,242466,R
1997,CA,California,32268000,257582,2579,10189,0,81468,163346,1312367,299240,784405,228722,R
1998,CA,California,32667000,229883,2171,9782,0,68782,149148,1188791,269012,724262,195517,R
1999,CA,California,33145121,207879,2005,9363,0,60039,136472,1053285,223814,660991,168480,D
2000,CA,California,33871648,210531,2079,9785,0,60249,138418,1056183,222293,651855,182035,D
2001,CA,California,34600463,212867,2206,9960,0,64614,136087,1134189,232273,697739,204177,D
2002,CA,California,35001986,208388,2395,10198,0,64968,130827,1176484,238428,715692,222364,D
2003,CA,California,35462712,205551,2407,9994,0,63770,129380,1215086,242274,731486,241326,D
2004,CA,California,35842038,189175,2392,9615,0,61768,115400,1227194,245903,728687,252604,R
2005,CA,California,36154147,190178,2503,9392,0,63622,114661,1200531,250521,692467,257543,R
2006,CA,California,36457549,194483,2486,9235,0,71142,111620,1159988,247230,669103,243655,R
2007,CA,California,36553215,191561,2262,9046,0,70706,109547,1112510,237850,654526,220134,R
2008,CA,California,36756666,185329,2142,8903,0,69388,104896,1080996,237811,650656,192529,R
2009,CA,California,36961664,174934,1972,8713,0,64093,100156,1009433,230198,615402,163833,R
2010,CA,California,37338198,164133,1809,8331,0,58116,95877,981939,228857,600558,152524,R
2011,CA,California,37683933,154943,1792,7665,0,54291,91195,973822,230075,596905,146842,D
2012,CA,California,37999878,160944,1884,7837,0,56521,94702,1049465,245767,635090,168608,D
2013,CA,California,38431393,154739,1746,0,10324,53640,89029,1018907,232058,621557,165292,D
2014,CA,California,38792291,153763,1700,0,11578,48681,91804,947193,202669,592673,151851,D
2015,CA,California,38993940,166883,1861,0,12811,52862,99349,1024914,197404,656517,170993,D
2016,CA,California,39296476,174796,1930,0,13702,54789,104375,1002070,188304,637010,176756,D
2017,CA,California,39399349,178597,1830,0,14724,56625,105418,987063,176679,642019,168365,D
2018,CA,California,39461588,176604,1739,0,15506,54328,105031,941644,164645,621779,155220,D
2019,CA,     California,39437610,174341,1690,0,14801,52306,105544,921177,152551,626865,141761,D
2020,CA,     California,39368078,174026,2203,0,13449,44728,113646,842054,145529,528202,168323,D
1979,CO,Colorado,2772000,14472,161,1472,0,4353,8486,180984,49741,117898,13345,D
1980,CO,Colorado,2878407,15215,198,1510,0,4608,8899,195872,58455,124514,12903,D
1981,CO,Colorado,2963000,15755,239,1352,0,4726,9438,202119,60197,129658,12264,D
1982,CO,Colorado,3045000,15354,182,1356,0,4587,9229,200230,53260,134873,12097,D
1983,CO,Colorado,3139000,14955,202,1316,0,3968,9469,193070,48101,133271,11698,D
1984,CO,Colorado,3178000,14548,184,1238,0,3623,9503,191104,49619,128859,12626,D
1985,CO,Colorado,3231000,15219,189,1321,0,4012,9697,208336,56480,137868,13988,D
1986,CO,Colorado,3267000,17105,230,1382,0,4731,10762,212626,58531,138219,15876,D
1987,CO,Colorado,3296000,15409,191,1344,0,3916,9958,197225,50580,132266,14379,D
1988,CO,Colorado,3290000,15548,187,1269,0,3250,10842,187719,45503,128331,13885,D
1989,CO,Colorado,3317000,15636,146,1202,0,2984,11304,184692,41475,128195,15022,D
1990,CO,Colorado,3294394,17328,138,1521,0,2985,12684,182106,39822,128172,14112,D
1991,CO,Colorado,3377000,18887,199,1588,0,3628,13472,186235,39117,132717,14401,D
1992,CO,Colorado,3470000,20086,216,1641,0,4180,14049,186684,37853,131169,17662,D
1993,CO,Colorado,3566000,20229,206,1633,0,4160,14230,176856,36011,124787,16058,D
1994,CO,Colorado,3656000,18632,199,1579,0,3910,12944,175808,33843,127600,14365,D
1995,CO,Colorado,3747000,16494,216,1480,0,3604,11194,185705,35001,136184,14520,D
1996,CO,Colorado,3823000,15463,180,1765,0,3755,9763,180218,34436,130576,15206,D
1997,CO,Colorado,3893000,14139,157,1677,0,3242,9063,166902,30994,119801,16107,D
1998,CO,Colorado,3971000,15008,183,1883,0,3238,9704,163189,31231,115871,16087,D
1999,CO,Colorado,4056133,13811,185,1679,0,3056,8891,151002,26979,109228,14795,R
2000,CO,Colorado,4301261,14367,134,1774,0,3034,9425,156937,27133,112843,16961,R
2001,CO,Colorado,4430989,15492,158,1930,0,3555,9849,170887,28533,121360,20994,R
2002,CO,Colorado,4501051,15882,179,2066,0,3579,10058,180054,31678,125193,23183,R
2003,CO,Colorado,4547633,15757,185,1913,0,3738,9921,179706,32394,124496,22816,R
2004,CO,Colorado,4601821,17121,201,1945,0,3739,11236,180322,33010,123308,24004,R
2005,CO,Colorado,4663295,18498,173,2026,0,3948,12351,188449,34746,127602,26101,R
2006,CO,Colorado,4753377,18794,171,2158,0,3824,12641,163439,32411,110372,20656,R
2007,CO,Colorado,4861515,17101,155,2075,0,3461,11410,145808,28633,100519,16656,D
2008,CO,Colorado,4939456,17480,165,2151,0,3404,11760,139340,28054,97937,13349,D
2009,CO,Colorado,5024748,17022,159,2269,0,3371,11223,134196,26637,95079,12480,D
2010,CO,Colorado,5047692,16339,129,2230,0,3164,10816,135001,26196,97534,11271,D
2011,CO,Colorado,5116302,16085,155,2285,0,3299,10346,132781,25725,96054,11002,D
2012,CO,Colorado,5189458,15951,152,2122,0,3392,10285,139355,26163,101091,12101,D
2013,CO,Colorado,5272086,16099,174,0,2963,3136,9826,139974,25075,102375,12524,D
2014,CO,Colorado,5355588,16487,150,0,3089,3037,10211,135789,23502,99688,12599,D
2015,CO,Colorado,5448819,17348,173,0,3328,3315,10532,144044,23490,104532,16022,D
2016,CO,Colorado,5530105,19030,189,0,3635,3525,11681,152146,23825,108680,19641,D
2017,CO,Colorado,5615902,20901,222,0,4021,3868,12790,152032,22618,107470,21944,D
2018,CO,Colorado,5691287,22851,215,0,4328,3781,14527,154292,21757,110518,22017,D
2019,CO,     Colorado,5758486,22149,229,0,4087,3716,14117,150564,20266,108575,21723,D
2020,CO,     Colorado,5807719,24570,294,0,3652,3964,16660,164582,23246,110884,30452,D
1979,CT,Connecticut,3115000,12902,131,752,0,6021,5998,167131,48229,96997,21905,D
1980,CT,Connecticut,3095224,12768,146,670,0,6749,5203,169283,52638,95631,21014,D
1981,CT,Connecticut,3132000,14033,168,687,0,7709,5469,168790,52990,96927,18873,D
1982,CT,Connecticut,3153000,12597,164,692,0,6574,5167,158532,44481,96640,17411,D
1983,CT,Connecticut,3138000,11767,129,627,0,6296,4715,144437,39988,89421,15028,D
1984,CT,Connecticut,3154000,12422,122,759,0,6009,5532,133573,35607,84630,13336,D
1985,CT,Connecticut,3174000,12758,120,763,0,6032,5843,136572,36041,86524,14007,D
1986,CT,Connecticut,3189000,13578,148,760,0,6129,6541,140411,38190,87963,14258,D
1987,CT,Connecticut,3211000,13455,156,800,0,5720,6779,146958,39120,90852,16986,D
1988,CT,Connecticut,3241000,14759,174,849,0,6080,7656,150455,39477,91079,19899,D
1989,CT,Connecticut,3239000,16576,190,892,0,6956,8538,154119,40035,91483,22601,D
1990,CT,Connecticut,3287116,18201,166,918,0,7717,9400,158867,40355,94485,24027,D
1991,CT,Connecticut,3291000,17761,187,960,0,7384,9230,158770,39198,93384,26188,I
1992,CT,Connecticut,3281000,16252,166,884,0,6918,8284,149535,36372,89463,23700,I
1993,CT,Connecticut,3277000,14949,206,800,0,6447,7496,137443,32052,85876,19515,I
1994,CT,Connecticut,3275000,14916,215,806,0,6150,7745,134030,29142,84721,20167,I
1995,CT,Connecticut,3275000,13293,150,776,0,5345,7022,134188,29095,87401,17692,R
1996,CT,Connecticut,3274000,13490,158,755,0,5552,7025,124924,27574,81328,16022,R
1997,CT,Connecticut,3270000,12781,124,740,0,4999,6918,117505,24143,78821,14541,R
1998,CT,Connecticut,3274000,11993,135,728,0,4379,6751,111978,21801,77472,12705,R
1999,CT,Connecticut,3282031,11342,107,654,0,4054,6527,99894,19298,69299,11297,R
2000,CT,Connecticut,3405565,11058,98,678,0,3832,6450,99033,17436,68498,13099,R
2001,CT,Connecticut,3434602,11492,105,639,0,4183,6565,95299,17159,65762,12378,R
2002,CT,Connecticut,3458587,10807,84,740,0,4069,5914,93426,17111,64735,11580,R
2003,CT,Connecticut,3486960,11045,112,698,0,4212,6023,92981,16043,65568,11370,R
2004,CT,Connecticut,3498966,10113,100,755,0,4188,5070,93942,15959,66770,11213,R
2005,CT,Connecticut,3500701,9542,105,712,0,3933,4792,90270,15245,64416,10609,R
2006,CT,Connecticut,3504809,10505,137,696,0,4460,5212,90638,15583,64765,10290,R
2007,CT,Connecticut,3502309,10547,113,690,0,4303,5441,86528,15640,60937,9951,R
2008,CT,Connecticut,3501252,10737,132,680,0,4043,5882,87210,15107,63212,8891,R
2009,CT,Connecticut,3518288,10588,106,657,0,4001,5824,82625,15172,59992,7461,R
2010,CT,Connecticut,3575498,10083,133,595,0,3553,5802,78259,15145,56413,6701,R
2011,CT,Connecticut,3586717,9889,129,689,0,3689,5382,77205,15468,55067,6670,D
2012,CT,Connecticut,3591765,10183,117,933,0,3709,5424,77169,14787,55904,6478,D
2013,CT,Connecticut,3599341,9439,91,0,891,3551,4906,71274,12934,52099,6241,D
2014,CT,Connecticut,3594762,8575,89,0,794,3172,4520,69326,12017,51195,6114,D
2015,CT,Connecticut,3584730,7938,116,0,798,2925,4099,65610,10286,48898,6426,D
2016,CT,Connecticut,3587685,8169,79,0,791,2711,4588,64875,10107,47642,7126,D
2017,CT,Connecticut,3573880,8190,105,0,850,2813,4422,63646,8906,47418,7322,D
2018,CT,Connecticut,3571520,7485,86,0,873,2205,4321,59356,7983,44181,7192,D
2019,CT,     Connecticut,3566022,6583,107,0,797,1942,3737,51076,6468,38616,5992,D
2020,CT,     Connecticut,3557006,6459,140,0,594,2033,3692,55670,6656,40592,8422,D
1979,DE,Delaware,582000,3127,33,162,0,753,2179,34853,8890,23081,2882,R
1980,DE,Delaware,594779,2824,41,144,0,815,1824,37482,9698,25077,2707,R
1981,DE,Delaware,598000,3044,40,170,0,844,1990,36958,9627,24759,2572,R
1982,DE,Delaware,602000,3370,32,186,0,737,2415,35067,8698,23891,2478,R
1983,DE,Delaware,606000,2746,25,229,0,699,1793,30378,7414,20908,2056,R
1984,DE,Delaware,613000,2671,25,300,0,711,1635,28021,6678,19747,1596,R
1985,DE,Delaware,622000,2695,30,296,0,773,1596,28164,6826,19638,1700,R
1986,DE,Delaware,633000,2703,31,360,0,786,1526,27881,6598,19562,1721,R
1987,DE,Delaware,644000,2774,33,441,0,789,1511,29032,6572,20453,2007,R
1988,DE,Delaware,660000,2981,34,491,0,784,1672,28693,6868,19824,2001,R
1989,DE,Delaware,673000,3745,34,569,0,934,2208,28998,6072,20294,2632,R
1990,DE,Delaware,666168,4365,33,587,0,1098,2647,31344,6465,21922,2957,R
1991,DE,Delaware,680000,4857,37,588,0,1460,2772,35055,7668,24836,2551,R
1992,DE,Delaware,689000,4280,32,591,0,1042,2615,29126,6598,20419,2109,R
1993,DE,Delaware,700000,4801,35,539,0,1307,2920,29304,6244,20853,2207,D
1994,DE,Delaware,706000,4549,33,546,0,1141,2829,29971,6198,20828,2945,D
1995,DE,Delaware,717000,5198,25,575,0,1425,3173,31790,6491,22329,2970,D
1996,DE,Delaware,725000,4845,31,454,0,1304,3056,30643,5830,21665,3148,D
